28	0	0	1	11	3	0	0	2	0
23	0	0	2	16	7	0	0	0	2
23	0	0	1	13	2	0	0	3	0
26	2	2	4	19	5	0	0	0	1
20	3	1	1	13	2	0	0	3	0
23	1	3	2	9	6	0	0	4	0
25	1	1	0	8	2	0	0	4	0
22	1	2	0	8	0	0	0	5	0
22	0	1	2	7	2	0	0	0	0
15	1	2	8	5	0	0	0	2	5
18	0	5	9	8	1	0	0	1	15
25	1	0	2	6	2	0	0	1	0
14	0	0	0	2	3	0	0	0	0
16	0	3	0	0	0	0	0	0	0
21	0	3	0	0	0	0	0	0	0
19	0	1	0	0	1	0	0	0	0
21	2	1	1	6	0	0	0	1	0
11	0	10	0	6	0	0	0	0	0
22	0	1	0	6	1	0	0	0	0
24	0	0	1	5	1	0	0	0	0
